year,day,state,wfhpct,age1824pct,age2539pct,age4054pct,age55pluspct,income50minuspct,income50100pct,income100pluspct,date
2020,August 19,AK,0.32839600648492573,0.11791237500375364,0.35468604546410015,0.3141226990180475,0.21327888051409868,0.17956649110231557,0.3414778570760744,0.47895565182161,August 19 2020
2020,August 19,AL,0.2515390894164147,0.124786716407193,0.3476981329065952,0.27225187581281424,0.2552632748733976,0.17660594244742875,0.39377203667443245,0.4296220208781388,August 19 2020
2020,August 19,AR,0.26396778627664264,0.21716636395432862,0.31346794711322506,0.2533178515058385,0.2160478374266078,0.19330529563445145,0.36909265952775056,0.43760204483779797,August 19 2020
2020,August 19,AZ,0.3495313179620868,0.1131379706853984,0.3289425700841972,0.29963280214872773,0.2582866570816767,0.20713456395344515,0.34609146549045666,0.4467739705560982,August 19 2020
2020,August 19,CA,0.39705442567754806,0.10891973479335912,0.34245293267487087,0.2847017098093786,0.26392562272239145,0.14203264718504127,0.2757923946081052,0.5821749582068535,August 19 2020
2020,August 19,CO,0.4151124995650053,0.09892920559117618,0.3942629905275879,0.27666521133448707,0.2301425925467488,0.14326887589768825,0.31620030847978065,0.5405308156225311,August 19 2020
2020,August 19,CT,0.4483852016758654,0.09996414151688279,0.2872816166659196,0.31487454702805584,0.2978796947891418,0.10300074570123377,0.24291797408474633,0.6540812802140199,August 19 2020
2020,August 19,DC,0.6062069412020094,0.03854224254912801,0.4930548575162085,0.2604883902095793,0.20791450972508418,0.11167555544136161,0.22937443336355395,0.6589500111950845,August 19 2020
2020,August 19,DE,0.353528022184943,0.06061087331254479,0.35195909434254613,0.30406926071546164,0.28336077162944745,0.16916052531664055,0.33173512203195127,0.49910435265140823,August 19 2020
2020,August 19,FL,0.30342096111522665,0.07909008357750232,0.31093736502508235,0.28885924004445673,0.3211133113529586,0.19701453902734328,0.3915981106697113,0.41138735030294543,August 19 2020
2020,August 19,GA,0.3780765174386047,0.10189119987838215,0.3820915596645374,0.26612105199444835,0.24989618846263206,0.16798360035747753,0.364932997053942,0.4670834025885805,August 19 2020
2020,August 19,HI,0.37018681974723816,0.1406879959236097,0.20918553616877097,0.29464264608159607,0.3554838218260232,0.23247161621534848,0.3208571635415913,0.4466712202430603,August 19 2020
2020,August 19,IA,0.28931989689554344,0.07387046424575604,0.3650765148341015,0.2991115347014072,0.26194148621873525,0.16860648669035558,0.34173886695864614,0.4896546463509983,August 19 2020
2020,August 19,ID,0.34139665717810264,0.17380136790129114,0.3150297295129859,0.29879821737486684,0.21237068521085614,0.21353724416038955,0.3609678155672221,0.4254949402723883,August 19 2020
2020,August 19,IL,0.37081235148511293,0.12300181830434323,0.336199046180398,0.30813847738331157,0.23266065813194722,0.14334241013558133,0.29668628777811296,0.5599713020863057,August 19 2020
2020,August 19,IN,0.30378719489724965,0.13017203449793044,0.30599189825510426,0.310391722262144,0.2534443449848213,0.17673141627787714,0.3581193725285584,0.46514921119356445,August 19 2020
2020,August 19,KS,0.3598033621387799,0.11444780975504082,0.36152700627691736,0.2812037184638379,0.24282146550420391,0.24711097069861981,0.30462320815475147,0.4482658211466287,August 19 2020
2020,August 19,KY,0.30587626899598946,0.14402169159450712,0.3002413035536965,0.32517634710667265,0.23056065774512377,0.18994818167543162,0.33585905195331117,0.47419276637125723,August 19 2020
2020,August 19,LA,0.2582287586597676,0.0905247000907105,0.3030969072215024,0.31375872951879724,0.2926196631689899,0.18094724646222465,0.39455989606006014,0.4244928574777152,August 19 2020
2020,August 19,MA,0.47350189986600133,0.10495102519974957,0.3353603809569524,0.2910904387931894,0.2685981550501086,0.11543776350726127,0.22125869804493448,0.6633035384478042,August 19 2020
2020,August 19,MD,0.46432833820360775,0.11645889970836834,0.27972121991003907,0.3216538974840591,0.2821659828975335,0.11197478218614441,0.2715165325379073,0.6165086852759483,August 19 2020
2020,August 19,ME,0.36172793532984526,0.11405111233080202,0.2800692493166545,0.2813417328166941,0.3245379055358494,0.12424352412204354,0.43722268723935376,0.43853378863860265,August 19 2020
2020,August 19,MI,0.383573328734795,0.1448854138949724,0.29386368883914354,0.284217923485259,0.2770329737806251,0.15361054494416307,0.3339002868127174,0.5124891682431195,August 19 2020
2020,August 19,MN,0.44165904790411176,0.10690169606770851,0.31625299434345877,0.322340094790122,0.2545052147987108,0.10511924182397266,0.3074030917424066,0.5874776664336208,August 19 2020
2020,August 19,MO,0.32667818286510897,0.14900702299308696,0.3246519426615907,0.27813389040832315,0.24820714393699922,0.22070661817360845,0.3377990101489715,0.44149437167742006,August 19 2020
2020,August 19,MS,0.23796297408426118,0.14075374876443247,0.3105995919998317,0.26579107867673346,0.2828555805590023,0.23094538934293102,0.4553551706664241,0.31369943999064487,August 19 2020
2020,August 19,MT,0.2683940304253778,0.09390114427273799,0.36738940662970393,0.2733042349887932,0.2654052141087649,0.18928647780390706,0.4113629666437474,0.39935055555234555,August 19 2020
2020,August 19,NC,0.32833052555191244,0.12350347073207849,0.3020813119938935,0.30012915100925397,0.2742860662647741,0.1829127022278656,0.3252267318178266,0.4918605659543078,August 19 2020
2020,August 19,ND,0.3229962886258178,0.14046448530946362,0.3561034714653433,0.2812304338751942,0.22220160934999883,0.2058938066882386,0.2986483328967026,0.4954578604150588,August 19 2020
2020,August 19,NE,0.3499656986050766,0.1067113993311524,0.42514669871650673,0.23759514796271422,0.23054675398962665,0.1711003078650016,0.3292477254031271,0.49965196673187134,August 19 2020
