year,day,state,wfhpct,age1824pct,age2539pct,age4054pct,age55pluspct,income50minuspct,income50100pct,income100pluspct,population2019,date
2020,2-Sep,VA,0.457595342,0.131442804,0.30285564,0.310933,0.254768556,0.164804098,0.258334272,0.57686163,8535519,September 2 2020
2020,2-Sep,VT,0.412432223,0.120287764,0.276721851,0.259556355,0.34343403,0.250614774,0.288822069,0.460563157,623989,September 2 2020
2020,2-Sep,WA,0.420894312,0.10414042,0.369239638,0.294981955,0.231637986,0.114440986,0.239135262,0.646423752,7614893,September 2 2020
2020,2-Sep,WI,0.333680708,0.094884218,0.332096175,0.328807983,0.244211624,0.173194879,0.362360576,0.464444546,5822434,September 2 2020
2020,2-Sep,WV,0.263189297,0.126618102,0.254391676,0.358041093,0.26094913,0.210774215,0.359448292,0.429777493,1792147,September 2 2020
2020,2-Sep,WY,0.249934616,0.126702839,0.38598973,0.239434163,0.247873268,0.154535174,0.382977356,0.46248747,578759,September 2 2020
2020,16-Sep,AK,0.343087156,0.065817386,0.414710787,0.278237836,0.241233991,0.130498174,0.360140314,0.509361512,731545,September 16 2020
2020,16-Sep,AL,0.24580486,0.0557828,0.34595469,0.350097379,0.248165131,0.170411733,0.347888386,0.481699881,4903185,September 16 2020
2020,16-Sep,AR,0.231286481,0.105236235,0.425172192,0.273816812,0.195774761,0.273604626,0.350756469,0.375638905,3017804,September 16 2020
2020,16-Sep,AZ,0.371983646,0.130441276,0.322296927,0.295887964,0.251373832,0.229062387,0.356301492,0.414636121,7278717,September 16 2020
2020,16-Sep,CA,0.410760028,0.117821033,0.356974492,0.261729364,0.26347511,0.152660068,0.238888753,0.608451179,39512223,September 16 2020
2020,16-Sep,CO,0.45451745,0.077792879,0.409715919,0.279431992,0.233059209,0.177949553,0.296531084,0.525519363,5758736,September 16 2020
2020,16-Sep,CT,0.435869796,0.114576879,0.274490594,0.299783051,0.311149476,0.14314047,0.262307307,0.594552224,3565287,September 16 2020
2020,16-Sep,DC,0.601446688,0.090584953,0.484076826,0.246127892,0.17921033,0.202168243,0.190643485,0.607188272,705749,September 16 2020
2020,16-Sep,DE,0.386887175,0.086605591,0.310682829,0.28113309,0.32157849,0.134463786,0.409977506,0.455558708,973764,September 16 2020
2020,16-Sep,FL,0.314447217,0.098512015,0.31287783,0.316866719,0.271743436,0.189103024,0.368809349,0.442087627,21477737,September 16 2020
2020,16-Sep,GA,0.342594963,0.07932431,0.336864216,0.320530418,0.263281056,0.170148106,0.315799553,0.514052341,10617423,September 16 2020
2020,16-Sep,HI,0.345320224,0.09254859,0.247514324,0.281356027,0.378581058,0.170077382,0.331835946,0.498086672,1415872,September 16 2020
2020,16-Sep,IA,0.299007592,0.11401964,0.386979197,0.283206686,0.215794478,0.169580142,0.353604758,0.4768151,3155070,September 16 2020
2020,16-Sep,ID,0.341556088,0.117839051,0.335654773,0.307908371,0.238597804,0.221952179,0.414191035,0.363856785,1787065,September 16 2020
2020,16-Sep,IL,0.371591722,0.080072301,0.336479268,0.334298937,0.249149494,0.168480787,0.286449405,0.545069808,12671821,September 16 2020
